"id","name","code","user_type_id/id","chart_template_id/id","group_id/id","reconcile"
"account_sri_101050203","IMPUESTOS A LA RENTA A FAVOR AÑOS ANTERIORES","1.01.05.02.03","account.data_account_type_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1010502","False"
"account_sri_1010503","ANTICIPO DE IMPUESTO A LA RENTA","1.01.05.03","account.data_account_type_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_10105","False"
"account_sri_102011202","DEP.ACUM. EDIFICIOS","1.02.01.12.02","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020112","False"
"account_sri_102011203","DEP.ACUM. CONSTRUCCIONES EN CURSO","1.02.01.12.03","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020112","False"
"account_sri_102011204","DEP.ACUM. INSTALACIONES","1.02.01.12.04","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020112","False"
"account_sri_102011205","DEP.ACUM. MUEBLES Y ENSERES","1.02.01.12.05","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020112","False"
"account_sri_102011206","DEP.ACUM. MAQUINARIA Y EQUIPO","1.02.01.12.06","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020112","False"
"account_sri_102011207","DEP.ACUM. NAVES, AERONAVES,BARCAZAS Y SIMILARES","1.02.01.12.07","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020112","False"
"account_sri_102011208","DEP.ACUM. EQUIPOS DE COMPUTACION","1.02.01.12.08","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020112","False"
"account_sri_102011209","DEP.ACUM. VEHICULOS,EQUIPOS DE TRANSPORTE Y EQUIPO CAMINERO","1.02.01.12.09","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020112","False"
"account_sri_102011210","DEP.ACUM. OTRAS PROPIEDADES,PLANTA Y EQUIPO","1.02.01.12.10","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020112","False"
"account_sri_102011211","DEP.ACUM. REPUESTOS Y HERRAMIENTAS","1.02.01.12.11","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020112","False"
"account_sri_102011212","DEP.ACUM. SOFTWARE","1.02.01.12.12","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020112","False"
"account_sri_102011301","DET.ACUM. TERRENOS","1.02.01.13.01","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020113","False"
"account_sri_102011302","DET.ACUM. EDIFICIOS","1.02.01.13.02","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020113","False"
"account_sri_102011303","DET.ACUM. CONSTRUCCIONES EN CURSO","1.02.01.13.03","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020113","False"
"account_sri_102011304","DET.ACUM. INSTALACIONES","1.02.01.13.04","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020113","False"
"account_sri_102011305","DET.ACUM. MUEBLES Y ENSERES","1.02.01.13.05","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020113","False"
"account_sri_102011306","DET.ACUM. MAQUINARIA Y EQUIPO","1.02.01.13.06","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020113","False"
"account_sri_102011307","DET.ACUM. NAVES, AERONAVES,BARCAZAS Y SIMILARES","1.02.01.13.07","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020113","False"
"account_sri_102011308","DET.ACUM. EQUIPOS DE COMPUTACION","1.02.01.13.08","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020113","False"
"account_sri_102011309","DET.ACUM. VEHICULOS,EQUIPOS DE TRANSPORTE Y EQUIPO CAMINERO","1.02.01.13.09","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020113","False"
"account_sri_102011310","DET.ACUM. OTRAS PROPIEDADES,PLANTA Y EQUIPO","1.02.01.13.10","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020113","False"
"account_sri_102011311","DET.ACUM. REPUESTOS Y HERRAMIENTAS","1.02.01.13.11","account.data_account_type_fixed_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020113","False"
"account_sri_102020401","DET.ACUM. PROP.INVERSION TERRENOS","1.02.02.04.01","account.data_account_type_non_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020204","False"
"account_sri_102020402","DET.ACUM. PROP.INVERSION EDIFICIOS","1.02.02.04.02","account.data_account_type_non_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020204","False"
"account_sri_102040501","AMORTIZ.ACUM. PLUSVALIAS","1.02.04.05.01","account.data_account_type_non_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020405","False"
"account_sri_102040502","AMORTIZ .ACUM. MARCAS, PATENTES, DERECHO DE LLAVE,CUOTAS","1.02.04.05.02","account.data_account_type_non_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020405","False"
"account_sri_102040601","DET.ACUM. PLUSVALIAS","1.02.04.06.01","account.data_account_type_non_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020406","False"
"account_sri_102040602","DET.ACUM. MARCAS, PATENTES, DERECHO DE LLAVE,CUOTAS","1.02.04.06.02","account.data_account_type_non_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_1020406","False"
"account_sri_1020407"," OTROS INTANGIBLES","1.02.04.07","account.data_account_type_non_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_10204","False"
"account_sri_10205","ACTIVOS POR IMPUESTOS DIFERIDOS","1.02.05","account.data_account_type_non_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_102","False"
"account_sri_1020601","ACTIVOS FINANCIEROS MANTENIDOS HASTA EL VENCIMIENTO","1.02.06.01","account.data_account_type_non_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_10206","False"
"account_sri_1020602","(-) PROVISION POR DETERIORO DE ACTIVOS FINANCIEROS MANTENIDOS HASTA EL VENCIMIENTO","1.02.06.02","account.data_account_type_non_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_10206","False"
"account_sri_1020604","(-) PROVISIÓN CUENTAS INCOBRABLES DE ACTIVOS FINANCIEROS NO CORRIENTES","1.02.06.04","account.data_account_type_non_current_assets","l10n_ec.account_chart_template_sri","l10n_ec.account_group_10206","False"
"account_sri_20103010401","CxP PROVEEDORES LOCALES","2.01.03.01.04.01","account.data_account_type_payable","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201030104","True"
"account_sri_201030201","CxP PROVEEDORES DEL EXTERIOR","2.01.03.02.01","account.data_account_type_payable","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010302","True"
"account_sri_201040101","OBLIGACIONES BANCO","2.01.04.01.01","account.data_account_type_payable","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010401","True"
"account_sri_201040102","INTERESES FINANCIEROS","2.01.04.01.02","account.data_account_type_payable","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010401","True"
"account_sri_201040103","SOBREGIRO BANCARIO","2.01.04.01.03","account.data_account_type_payable","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010401","True"
"account_sri_201040201","Obligaciones BANCO EXTERIOR","2.01.04.02.01","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010402","False"
"account_sri_201050101","CONTINGENCIAS LABORALES","2.01.05.01.01","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010501","False"
"account_sri_201050102","CONTINGENCIAS TRIBUTARIAS","2.01.05.01.02","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010501","False"
"account_sri_20107010101","R.F. EN RELACION DE DEPENDENCIA (302)","2.01.07.01.01.01","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010102","R.F. HONORARIOS PROFESIONALES 10% (303)","2.01.07.01.01.02","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010103","R.F. PREDOMINA EL INTELECTO 8% (304)","2.01.07.01.01.03","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010104","R.F. PREDOMINA MANO DE OBRA 2% (307)","2.01.07.01.01.04","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010105","R.F. ENTRE SOCIEDADES 2% (308)","2.01.07.01.01.05","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010106","R.F. PUBLICIDAD Y COMUNICACION 1% (309)","2.01.07.01.01.06","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010107","R.F. TRANSPORTE PRIVADO DE PASAJEROS O CARGA 1% (310)","2.01.07.01.01.07","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010108","R.F. TRANSFERENCIA DE BIENES MUEBLES 1% (312)","2.01.07.01.01.08","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010109","R.F. ARRIENDAMIENTO MERCANTIL (319)","2.01.07.01.01.09","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010110","R.F. ARRENDAMIENTO BIENES INMUEBLES 8% (320)","2.01.07.01.01.10","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010111","R.F. SEGUROS Y REASEGUROS (PRIMAS Y CESIONES) (322)","2.01.07.01.01.11","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010112","R.F. RENDIMIENTOS FINANCIEROS 2% (323)","2.01.07.01.01.12","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010113","R.F. OTRAS RETENCIONES 1% (343)","2.01.07.01.01.13","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010114","R.F. OTRAS RETENCIONES 2% (344)","2.01.07.01.01.14","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010115","R.F. OTRAS RETENCIONES 8% (345)","2.01.07.01.01.15","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010116","R.F. OTRAS RETENCIONES 25% (346)","2.01.07.01.01.16","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010117","SRI POR PAGAR RENTA","2.01.07.01.01.17","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070101","False"
"account_sri_20107010201","IVA EN VENTAS O SERVICIOS","2.01.07.01.02.01","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070102","False"
"account_sri_20107010202","RETENCION IVA 30% (725)","2.01.07.01.02.02","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070102","False"
"account_sri_20107010203","RETENCION IVA 50% (727)","2.01.07.01.02.03","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070102","False"
"account_sri_20107010204","RETENCION IVA 70% (729)","2.01.07.01.02.04","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070102","False"
"account_sri_20107010205","RETENCION IVA 100% (731)","2.01.07.01.02.05","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070102","False"
"account_sri_20107010206","RETENCION IVA 10% ENTRE CONTRIBUYENTES ESPECIALES (721)","2.01.07.01.02.06","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070102","False"
"account_sri_20107010207","RETENCION IVA 20% ENTRE CONTRIBUYENTES ESPECIALES (723)","2.01.07.01.02.07","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070102","False"
"account_sri_20107010208","SRI POR PAGAR IVA","2.01.07.01.02.08","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201070102","False"
"account_sri_2010702","IMPUESTO A LA RENTA POR PAGAR DEL EJERCICIO","2.01.07.02","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_20107","False"
"account_sri_201070301","APORTES AL IESS","2.01.07.03.01","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010703","False"
"account_sri_201070302","PRESTAMOS IESS","2.01.07.03.02","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010703","False"
"account_sri_201070303","FONDOS DE RESERVA IESS","2.01.07.03.03","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010703","False"
"account_sri_201070401","SUELDOS","2.01.07.04.01","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010704","False"
"account_sri_201070402","DECIMO TERCER SUELDO","2.01.07.04.02","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010704","False"
"account_sri_201070403","DECIMO CUARTO SUELDO","2.01.07.04.03","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010704","False"
"account_sri_201070404","VACACIONES","2.01.07.04.04","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010704","False"
"account_sri_201070405","FONDOS DE RESERVA EMPLEADOS","2.01.07.04.05","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010704","False"
"account_sri_201070406","LIQUIDACIONES","2.01.07.04.06","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010704","False"
"account_sri_201070407","UTILIDADES","2.01.07.04.07","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010704","False"
"account_sri_2010705","PARTICIPACIÓN TRABAJADORES POR PAGAR DEL EJERCICIO ","2.01.07.05","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_20107","False"
"account_sri_201070601","DIVIDENDOS POR PAGAR EMPLEADO A","2.01.07.06.01","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2010706","False"
"account_sri_2010801","CxP PROVEEDOR RELACIONADO EMPRESA ABC","2.01.08.01","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_20108","False"
"account_sri_2010802","CxP PRESTAMOS RELACIONADAS","2.01.08.02","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_20108","False"
"account_sri_2010901","TARJETAS DE CREDITO","2.01.09.01","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_20109","False"
"account_sri_2010902","PRESTAMOS DE TERCEROS","2.01.09.02","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_20109","False"
"account_sri_20110","ANTICIPOS DE CLIENTES","2.01.10","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_201","False"
"account_sri_2011301","COMISIONES POR PAGAR ","2.01.13.01","account.data_account_type_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_20113","False"
"account_sri_20202010401","PROVEEDORES LARGO PLAZO LOCALES","2.02.02.01.04.01","account.data_account_type_non_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_202020104","False"
"account_sri_202020201","PROVEEDORES LARGO PLAZO DEL EXTERIOR","2.02.02.02.01","account.data_account_type_non_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2020202","False"
"account_sri_202030101","OBLIGACIONES LARGO PLAZO PRESTAMOS BANCOS LOCALES","2.02.03.01.01","account.data_account_type_non_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2020301","False"
"account_sri_202030201","OBLIGACIONES LARGO PLAZO BANCO EXTERIOR","2.02.03.02.01","account.data_account_type_non_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2020302","False"
"account_sri_202040101","CxP PROVEEDOR LOCAL RELACIONADO LARGO PLAZO","2.02.04.01.01","account.data_account_type_non_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2020401","False"
"account_sri_202040102","CxP PROVEEDOR EXTERIOR RELACIONADAS LARGO PLAZO","2.02.04.01.02","account.data_account_type_non_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_2020401","False"
"account_sri_2020701","JUBILACION PATRONAL","2.02.07.01","account.data_account_type_non_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_20207","False"
"account_sri_2020703","PROVISION JUBILACION POR DESAHUCIO","2.02.07.03","account.data_account_type_non_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_20207","False"
"account_sri_2020901","INGRESOS DIFERIDOS","2.02.09.01","account.data_account_type_non_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_20209","False"
"account_sri_2020902","PASIVOS POR IMPUESTOS DIFERIDOS ","2.02.09.02","account.data_account_type_non_current_liabilities","l10n_ec.account_chart_template_sri","l10n_ec.account_group_20209","False"
"account_sri_3010101","CAPITAL SUSCRITO Socio 1","3.01.01.01","account.data_account_type_equity","l10n_ec.account_chart_template_sri","l10n_ec.account_group_30101","False"
"account_sri_3010201","(-) CAPITAL SUSCRITO NO PAGADO Socio 1","3.01.02.01","account.data_account_type_equity","l10n_ec.account_chart_template_sri","l10n_ec.account_group_30102","False"
"account_sri_30201","APORTES FUTURA CAPITALIZACION Socio 1","3.02.01","account.data_account_type_equity","l10n_ec.account_chart_template_sri","l10n_ec.account_group_302","False"
"account_sri_3040201","OTRAS RESERVAS","3.04.02.02","account.data_account_type_equity","l10n_ec.account_chart_template_sri","l10n_ec.account_group_30402","False"
"account_sri_30501","SUPERAVIT DE ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ","3.05.01","account.data_account_type_equity","l10n_ec.account_chart_template_sri","l10n_ec.account_group_305","False"
"account_sri_30502","SUPERAVIT POR REVALUACIÓN DE PROPIEDADES, PLANTA Y EQUIPO ","3.05.02","account.data_account_type_equity","l10n_ec.account_chart_template_sri","l10n_ec.account_group_305","False"
"account_sri_30503","SUPERAVIT POR REVALUACION DE ACTIVOS INTANGIBLES","3.05.03","account.data_account_type_equity","l10n_ec.account_chart_template_sri","l10n_ec.account_group_305","False"
"account_sri_30504","OTROS SUPERAVIT POR REVALUACION","3.05.04","account.data_account_type_equity","l10n_ec.account_chart_template_sri","l10n_ec.account_group_305","False"
"account_sri_30603","RESULTADOS ACUMULADOS PROVENIENTES DE LA ADOPCION POR PRIMERA VEZ DE LAS NIIF ","3.06.03","account.data_account_type_equity","l10n_ec.account_chart_template_sri","l10n_ec.account_group_306","False"
"account_sri_30604","RESERVA DE CAPITAL","3.06.04","account.data_account_type_equity","l10n_ec.account_chart_template_sri","l10n_ec.account_group_306","False"
"account_sri_4010101","VENTAS 12%","4.01.01.01","account.data_account_type_revenue","l10n_ec.account_chart_template_sri","l10n_ec.account_group_40101","False"
"account_sri_4010102","VENTAS 0%","4.01.01.02","account.data_account_type_revenue","l10n_ec.account_chart_template_sri","l10n_ec.account_group_40101","False"
"account_sri_4011103","OTROS","4.01.11.03","account.data_account_type_revenue","l10n_ec.account_chart_template_sri","l10n_ec.account_group_40111","False"
"account_sri_40116","UTILIDAD EN CAMBIO","4.01.16","account.data_account_type_revenue","l10n_ec.account_chart_template_sri","l10n_ec.account_group_401","False"
"account_sri_501020101","MOD - SUELDOS UNIFICADOS","5.01.02.01.01","account.data_account_type_direct_costs","l10n_ec.account_chart_template_sri","l10n_ec.account_group_5010201","False"
"account_sri_501020102","MOD - HORAS EXTRAS","5.01.02.01.02","account.data_account_type_direct_costs","l10n_ec.account_chart_template_sri","l10n_ec.account_group_5010201","False"
"account_sri_501020103","MOD - COMISIONES EMPLEADOS","5.01.02.01.03","account.data_account_type_direct_costs","l10n_ec.account_chart_template_sri","l10n_ec.account_group_5010201","False"
"account_sri_501020104","MOD - BONOS POR DESEMPEÑO","5.01.02.01.04","account.data_account_type_direct_costs","l10n_ec.account_chart_template_sri","l10n_ec.account_group_5010201","False"
"account_sri_501020105","MOD - PARTICIPACION TRABAJADORES","5.01.02.01.05","account.data_account_type_direct_costs","l10n_ec.account_chart_template_sri","l10n_ec.account_group_5010201","False"
"account_sri_501020106","MOD - APORTE PATRONAL","5.01.02.01.06","account.data_account_type_direct_costs","l10n_ec.account_chart_template_sri","l10n_ec.account_group_5010201","False"
"account_sri_501020107","MOD - FONDOS DE RESERVA","5.01.02.01.07","account.data_account_type_direct_costs","l10n_ec.account_chart_template_sri","l10n_ec.account_group_5010201","False"
